event-id,visible,timestamp,location-long,location-lat,argos:calcul-freq,argos:iq,argos:lc,argos:location-algorithm,argos:nb-mes,argos:sat-id,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
24174716699,TRUE,45:12.0,149.141,-61.97,4.02E+08,,B,least squares,2,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716700,TRUE,56:30.0,149.148,-61.962,4.02E+08,50,1,least squares,4,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716701,TRUE,03:37.0,149.103,-61.789,4.02E+08,58,2,least squares,4,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716702,TRUE,11:49.0,149.081,-61.907,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716703,TRUE,23:02.0,149.189,-61.861,4.02E+08,,B,least squares,2,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716704,TRUE,27:28.0,149.105,-61.792,4.02E+08,,B,least squares,2,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716705,TRUE,42:19.0,149.103,-61.783,4.02E+08,,B,least squares,2,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716706,TRUE,43:00.0,149.086,-61.764,4.02E+08,8,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716707,TRUE,01:03.0,148.896,-61.632,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716708,TRUE,41:37.0,148.874,-61.631,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716709,TRUE,42:15.0,148.741,-61.385,4.02E+08,5,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716710,TRUE,18:20.0,148.62,-61.134,4.02E+08,8,B,least squares,2,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716711,TRUE,14:50.0,148.532,-61.067,4.02E+08,8,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716712,TRUE,57:47.0,148.393,-60.92,4.02E+08,8,B,least squares,2,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716713,TRUE,08:33.0,148.424,-60.944,4.02E+08,,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716714,TRUE,21:17.0,148.329,-60.934,4.02E+08,,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716715,TRUE,45:29.0,148.237,-60.884,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716716,TRUE,00:34.0,148.098,-60.727,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716717,TRUE,01:09.0,147.994,-60.756,4.02E+08,8,A,least squares,3,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716718,TRUE,01:09.0,148.139,-60.779,4.02E+08,8,A,least squares,3,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716719,TRUE,34:58.0,148.136,-60.728,4.02E+08,6,B,least squares,2,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716720,TRUE,45:04.0,148.2,-60.75,4.02E+08,,A,least squares,3,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716721,TRUE,52:54.0,148.121,-60.72,4.02E+08,,A,least squares,3,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716722,TRUE,14:29.0,148.137,-60.498,4.02E+08,8,B,least squares,2,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716724,TRUE,08:24.0,148.126,-60.377,4.02E+08,8,B,least squares,2,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716723,TRUE,08:46.0,148.093,-60.421,4.02E+08,50,0,least squares,5,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716725,TRUE,45:38.0,148.055,-60.176,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716726,TRUE,45:38.0,148.064,-60.172,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716727,TRUE,04:38.0,148.06,-60.128,4.02E+08,8,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716728,TRUE,30:44.0,148.066,-60.113,4.02E+08,,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716729,TRUE,11:25.0,148.045,-59.954,4.02E+08,8,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716731,TRUE,17:54.0,148.097,-60.064,4.02E+08,,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716732,TRUE,17:54.0,148.099,-60.061,4.02E+08,,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716730,TRUE,21:11.0,148.237,-59.911,4.02E+08,,B,least squares,2,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716733,TRUE,30:53.0,148.287,-59.91,4.02E+08,50,2,least squares,5,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716734,TRUE,53:51.0,148.285,-59.859,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716735,TRUE,55:28.0,148.29,-59.875,4.02E+08,,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716736,TRUE,16:39.0,148.278,-59.76,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716737,TRUE,16:39.0,148.263,-59.757,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716738,TRUE,59:46.0,148.248,-59.696,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716739,TRUE,19:39.0,148.115,-59.513,4.02E+08,8,A,least squares,3,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716740,TRUE,23:31.0,148.114,-59.513,4.02E+08,,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716741,TRUE,28:29.0,148.121,-59.516,4.02E+08,,B,least squares,2,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716742,TRUE,16:12.0,148.039,-59.352,4.02E+08,8,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716743,TRUE,23:53.0,148.056,-59.37,4.02E+08,8,A,least squares,3,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716744,TRUE,24:28.0,148.066,-59.371,4.02E+08,,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716745,TRUE,36:13.0,148.017,-59.36,4.02E+08,40,0,least squares,4,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716746,TRUE,37:01.0,148.012,-59.356,4.02E+08,40,1,least squares,5,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716748,TRUE,59:28.0,147.956,-59.312,4.02E+08,58,1,least squares,6,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716747,TRUE,00:09.0,147.984,-59.32,4.02E+08,58,0,least squares,4,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716749,TRUE,00:34.0,147.963,-59.302,4.02E+08,,A,least squares,3,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716750,TRUE,13:26.0,147.98,-59.298,4.02E+08,8,1,least squares,3,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716751,TRUE,13:45.0,147.972,-59.299,4.02E+08,40,0,least squares,4,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716752,TRUE,21:41.0,147.955,-59.304,4.02E+08,,1,least squares,4,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716753,TRUE,55:55.0,147.798,-59.166,4.02E+08,58,0,least squares,7,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716754,TRUE,59:13.0,147.76,-59.159,4.02E+08,8,A,least squares,3,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716755,TRUE,08:15.0,147.787,-59.158,4.02E+08,50,2,least squares,5,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716756,TRUE,09:31.0,147.768,-59.158,4.02E+08,60,3,least squares,5,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716757,TRUE,30:38.0,147.743,-59.108,4.02E+08,8,B,least squares,2,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716758,TRUE,39:27.0,147.746,-59.109,4.02E+08,,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716759,TRUE,44:20.0,147.799,-59.114,4.02E+08,50,1,least squares,5,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716760,TRUE,47:14.0,147.78,-59.11,4.02E+08,,A,least squares,3,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716761,TRUE,07:07.0,147.746,-58.995,4.02E+08,48,1,least squares,4,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716762,TRUE,36:30.0,147.743,-58.934,4.02E+08,8,B,least squares,2,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716763,TRUE,52:10.0,147.711,-58.935,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716764,TRUE,03:28.0,147.685,-58.709,4.02E+08,8,B,least squares,2,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716765,TRUE,09:25.0,147.678,-58.729,4.02E+08,8,A,least squares,3,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716766,TRUE,24:30.0,147.678,-58.729,4.02E+08,,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716767,TRUE,39:22.0,147.658,-58.677,4.02E+08,8,B,least squares,2,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716768,TRUE,50:40.0,147.654,-58.67,4.02E+08,,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716769,TRUE,01:16.0,147.61,-58.554,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716770,TRUE,11:00.0,147.61,-58.556,4.02E+08,,B,least squares,2,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716771,TRUE,20:44.0,147.598,-58.543,4.02E+08,8,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716772,TRUE,27:55.0,147.605,-58.549,4.02E+08,,A,least squares,3,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716773,TRUE,37:56.0,147.641,-58.48,4.02E+08,48,0,least squares,4,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716774,TRUE,46:19.0,147.629,-58.485,4.02E+08,,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716775,TRUE,06:17.0,147.578,-58.477,4.02E+08,8,B,least squares,2,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716776,TRUE,30:15.0,147.581,-58.352,4.02E+08,8,B,least squares,2,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716777,TRUE,38:57.0,147.595,-58.371,4.02E+08,,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716778,TRUE,41:18.0,147.593,-58.386,4.02E+08,,B,least squares,2,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716779,TRUE,49:10.0,147.602,-58.375,4.02E+08,,B,least squares,2,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716780,TRUE,55:13.0,147.589,-58.404,4.02E+08,50,3,least squares,5,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716781,TRUE,21:03.0,147.589,-58.35,4.02E+08,8,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716782,TRUE,38:38.0,147.593,-58.365,4.02E+08,,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716783,TRUE,00:00.0,147.599,-58.262,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716784,TRUE,16:10.0,147.521,-58.248,4.02E+08,57,1,least squares,4,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716785,TRUE,39:23.0,147.515,-58.235,4.02E+08,,B,least squares,2,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716786,TRUE,19:43.0,147.441,-58.145,4.02E+08,8,B,least squares,2,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716787,TRUE,54:30.0,147.542,-58.093,4.02E+08,6,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716788,TRUE,12:13.0,147.743,-58.003,4.02E+08,8,A,least squares,3,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716789,TRUE,27:22.0,147.806,-57.969,4.02E+08,8,B,least squares,2,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716790,TRUE,28:35.0,147.757,-57.929,4.02E+08,8,A,least squares,3,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716791,TRUE,53:56.0,147.777,-57.911,4.02E+08,,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716792,TRUE,49:56.0,147.799,-57.887,4.02E+08,7,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716793,TRUE,05:59.0,147.837,-57.944,4.02E+08,58,2,least squares,5,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716794,TRUE,17:41.0,147.837,-57.944,4.02E+08,,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716795,TRUE,21:57.0,147.834,-57.934,4.02E+08,,A,least squares,3,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716796,TRUE,35:02.0,147.802,-57.909,4.02E+08,8,A,least squares,3,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716797,TRUE,47:40.0,147.826,-57.932,4.02E+08,,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716798,TRUE,48:30.0,147.798,-57.936,4.02E+08,,B,least squares,2,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716799,TRUE,55:15.0,147.847,-57.919,4.02E+08,8,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716800,TRUE,21:51.0,147.858,-57.911,4.02E+08,8,B,least squares,2,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716801,TRUE,54:31.0,147.967,-57.789,4.02E+08,8,A,least squares,3,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716802,TRUE,45:26.0,148.099,-57.636,4.02E+08,8,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716803,TRUE,01:52.0,148.198,-57.509,4.02E+08,,B,least squares,2,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716804,TRUE,29:28.0,148.196,-57.468,4.02E+08,7,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716805,TRUE,21:31.0,147.702,-57.494,4.02E+08,8,A,least squares,3,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716806,TRUE,38:13.0,147.709,-57.514,4.02E+08,,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716807,TRUE,38:13.0,148.049,-57.49,4.02E+08,,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716808,TRUE,24:33.0,148.06,-57.472,4.02E+08,7,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716809,TRUE,28:55.0,147.876,-57.592,4.02E+08,8,B,least squares,2,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716810,TRUE,15:44.0,,,,,,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716811,TRUE,35:43.0,146.856,-57.368,4.02E+08,48,1,least squares,5,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716812,TRUE,52:33.0,146.838,-57.37,4.02E+08,,A,least squares,3,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716813,TRUE,27:34.0,146.805,-57.359,4.02E+08,8,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716814,TRUE,16:35.0,146.765,-57.342,4.02E+08,8,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716815,TRUE,34:13.0,146.762,-57.352,4.02E+08,40,1,least squares,6,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716816,TRUE,21:40.0,146.583,-57.271,4.02E+08,8,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716818,TRUE,37:35.0,146.572,-57.29,4.02E+08,8,A,least squares,3,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716817,TRUE,39:34.0,146.549,-57.285,4.02E+08,48,0,least squares,4,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716819,TRUE,15:17.0,146.519,-57.274,4.02E+08,8,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716820,TRUE,48:20.0,146.527,-57.253,4.02E+08,8,A,least squares,3,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716821,TRUE,15:02.0,146.414,-57.219,4.02E+08,8,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716822,TRUE,22:37.0,146.466,-57.239,4.02E+08,,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716823,TRUE,22:37.0,146.423,-57.284,4.02E+08,,A,least squares,3,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716824,TRUE,17:25.0,146.419,-57.229,4.02E+08,8,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716825,TRUE,17:25.0,146.435,-57.235,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716826,TRUE,01:15.0,146.402,-57.245,4.02E+08,6,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716827,TRUE,08:08.0,146.311,-57.284,4.02E+08,8,B,least squares,2,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716828,TRUE,36:46.0,146.393,-57.276,4.02E+08,7,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716829,TRUE,48:37.0,146.307,-57.322,4.02E+08,,B,least squares,2,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716830,TRUE,13:51.0,146.074,-57.344,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716831,TRUE,13:51.0,146.075,-57.344,4.02E+08,8,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716832,TRUE,05:04.0,146.016,-57.351,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716833,TRUE,54:06.0,146.08,-57.316,4.02E+08,8,B,least squares,2,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716834,TRUE,27:55.0,145.82,-57.246,4.02E+08,8,B,least squares,2,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716835,TRUE,41:58.0,145.807,-57.245,4.02E+08,,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716836,TRUE,04:27.0,145.81,-57.247,4.02E+08,,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
